,Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,safety,wealth,boring,depressing,lively,walk,beauty,lsoa
137,52.22,1.518,-0.736,35.668,11.28,0.083,0.149,28.797,1.703,5.714731913836882,5.332021002463478,5.281204892989786,5.124082902536035,5.484175529071991,5.198684619072287,5.295043844590213,E01000141
138,28.68,-0.373,-0.676,30.865,8.856,0.077,0.126,16.669,0.904,6.024687900483233,5.7321339515770005,5.322089071543712,5.069966407691908,5.499757187921296,5.357939040136038,5.474142708118607,E01000142
139,19.252,0.763,-0.081,33.531,16.558,0.153,0.239,31.342,1.1,5.986248478744969,5.54958800836043,5.400252011087206,5.078737328750918,5.502901260298912,5.283633354938392,5.330790542592906,E01000143
140,29.17,0.717,-0.906,31.107,8.328,0.082,0.102,18.338,1.31,6.030055368940036,5.597507397333781,5.09346979111433,4.992389025787513,5.643724163373311,5.409909874200821,5.446896327866448,E01000144
141,32.598,0.196,-1.5,29.116,4.679,0.072,0.088,14.626,1.143,6.199942797422409,5.820865140296519,5.0938780987635255,4.909433166496456,5.646920263767242,5.380713250488043,5.670862923376262,E01000145
142,29.849,0.638,-1.542,34.561,4.798,0.089,0.103,18.538,1.18,6.033525305841027,5.714775531466414,4.901835152579517,4.87721278202243,5.848204234169751,5.455176302863331,5.67873271034985,E01000146
143,33.415,0.336,-1.99,27.447,9.893,0.04,0.078,12.786,1.154,5.984348384325936,5.564570509347339,5.135513044043675,5.001539791990447,5.69219348334626,5.389980060142158,5.532219925182778,E01000147
144,29.844,0.009,-0.042,43.166,15.794,0.115,0.186,27.671,1.195,5.779860298884542,5.31267717715941,5.259380216661253,5.185511397688012,5.551742904280362,5.2078560535845,5.144773227603812,E01000148
145,33.545,-0.033,-1.385,33.726,9.297,0.056,0.106,15.583,0.861,5.805264791941534,5.338770543603593,5.368880494544495,5.145168431817669,5.452272322624242,5.284607388113187,5.3131795343198736,E01000150
146,19.735,0.085,-0.203,40.945,18.815,0.191,0.332,38.897,0.826,5.629223042412808,5.154318608735737,5.454698598698566,5.133455888221138,5.3454903442608686,5.297481913315623,5.473641044215152,E01000151
147,16.001,0.049,-0.552,44.269,25.229,0.144,0.265,32.418,0.702,5.828467808167139,5.333849926789601,5.526631285746892,5.029186669985453,5.366799755891164,5.410967624187469,5.595700503389041,E01000152
148,18.106,0.872,-0.047,49.389,36.066,0.173,0.276,41.649,0.738,5.806273373882328,5.433307581243262,5.465250765327859,5.010523801356291,5.438651772726954,5.409430208459365,5.543445401487097,E01000153
149,22.744,0.827,0.007,43.4,22.212,0.141,0.201,32.667,0.802,5.668927070829604,5.217784949143728,5.471126205391354,5.288428322474162,5.37552920182546,5.225636117988163,5.109141702122159,E01000154
150,47.35,-0.128,-1.303,39.038,12.175,0.062,0.135,20.797,0.412,6.01448202252388,5.564825900197029,5.226378201842308,4.983144332170486,5.663837512731552,5.504049042463302,5.51843575835228,E01000155
151,19.997,-0.158,-0.991,22.228,1.668,0.04,0.075,8.319,0.951,6.166375162187687,5.759080694726676,5.029012076125658,4.8580673253240665,5.81288621839413,5.434806443442983,5.71982991596884,E01000156
152,32.014,-0.281,-1.084,24.93,10.386,0.054,0.089,12.655,1.043,6.045678289313066,5.63583172831619,5.055394146526069,4.971672508800239,5.660282193568715,5.33980431473046,5.609619597593944,E01000157
153,31.142,0.561,-0.598,28.16,10.783,0.087,0.13,19.721,0.839,6.161849271774292,5.648169781684875,5.186667922019958,4.8363105545043945,5.621433568954468,5.431809888839721,5.778651219367981,E01000158
154,17.393,0.561,-1.287,32.939,4.883,0.077,0.112,16.257,0.775,6.114333974463599,5.69554814696312,5.326308124527639,4.888431108727747,5.566825359451528,5.477576183421271,5.749856465325063,E01000159
155,26.093,0.463,-1.028,26.935,7.531,0.047,0.07,12.121,1.01,6.026126870742211,5.556798231143218,5.353186935186386,4.979338835447263,5.536089125352028,5.309160439631878,5.625127226114273,E01000160
156,20.014,0.612,-0.524,27.508,3.782,0.055,0.109,14.513,1.01,6.04307620453112,5.633055884187872,5.164347590099681,4.97289011333928,5.62918804920081,5.353135768572489,5.614353649543993,E01000161
157,27.187,0.481,-0.479,24.285,9.943,0.098,0.117,18.504,1.147,6.0085409348269545,5.662208258387554,5.077437471912568,4.889594078063965,5.746918798929237,5.313522653407361,5.480576784495848,E01000162
158,21.987,0.26,0.036,38.055,13.328,0.145,0.2,28.541,0.956,5.782542148758384,5.293374664643231,5.514826292150161,5.0344691402771895,5.300103144084706,5.220694048264448,5.52508570096072,E01000163
159,28.698,0.841,-0.666,36.044,11.909,0.107,0.172,25.331,1.612,5.668805110580929,5.21584509750137,5.538876357432389,5.183416256635012,5.153991449005612,5.112514956258632,5.369644208847423,E01000164
160,16.048,0.198,-1.29,35.632,5.196,0.05,0.099,13.258,0.977,5.920536049163144,5.506116473213744,5.495792165645578,5.080634518222914,5.295361324568479,5.32477797658404,5.542021163919354,E01000165
161,13.626,0.276,-0.922,28.957,7.16,0.082,0.105,14.861,0.384,6.116781431158589,5.708772932927226,5.331430440739647,4.766690367861733,5.611623723272215,5.566465202390839,5.792981362095769,E01000166
162,18.27,0.516,0.166,33.883,22.649,0.125,0.199,28.35,0.593,6.160831629835217,5.757247589281853,5.322420443130644,4.735902129419592,5.61343707627808,5.610390697883455,5.898152929268136,E01000167
163,21.5,-0.095,-1.486,21.872,3.41,0.035,0.05,6.975,0.397,6.155264799622284,5.622984087330171,5.351620597400885,4.906722423674046,5.668173692692285,5.522898342417575,5.697660598261603,E01000168
164,25.647,0.466,-1.209,25.427,4.871,0.063,0.086,13.226,0.576,6.1179633918383445,5.752386640149651,5.228809644144477,4.895252883011568,5.586351285589502,5.529262119996632,5.7149442053855735,E01000169
165,25.376,0.536,-0.625,22.502,10.294,0.114,0.147,20.384,0.645,6.025533941430106,5.540753332661911,5.361694509714422,4.935465748041448,5.4716118725252825,5.386945611994031,5.521813049282827,E01000170
166,33.967,0.288,-0.164,26.487,12.3,0.105,0.196,24.261,0.68,5.820735371312615,5.254015321172149,5.240131294927117,5.046098678471656,5.521110089797547,5.35771635990569,5.295694131424973,E01000171
167,25.96,-0.743,-1.613,24.854,2.666,0.039,0.075,8.421,0.54,6.147488580431257,5.7392949281420025,5.290898233822414,4.851947000367301,5.593740303856986,5.466872719355992,5.727184815406799,E01000172
168,23.152,-0.085,-1.13,19.649,5.844,0.05,0.081,9.709,0.685,5.884684909221738,5.481982006028641,5.279084025981814,5.000138292756192,5.590197122928708,5.3603739056476325,5.586069247334502,E01000173
169,29.971,-0.248,-0.672,30.198,8.05,0.069,0.128,16.271,0.598,6.019390859101948,5.538437289626975,5.12683074411593,4.86394132987449,5.721429606017313,5.352627371486864,5.586002295738773,E01000174
170,15.768,0.185,-1.45,22.205,2.159,0.047,0.052,7.614,0.532,6.126419147990998,5.71147087698891,5.325071817920321,4.821562448002044,5.572173836117699,5.564539370650337,5.845659263928732,E01000175
171,17.867,0.377,-0.459,44.215,19.609,0.136,0.233,30.549,1.111,5.793700892564862,5.23129553087922,5.451662889746732,4.966511797073276,5.272830897292425,5.161998613629231,5.570920812529187,E01000176
172,29.925,0.031,-1.826,22.96,4.627,0.026,0.055,8.263,1.073,6.112214620433637,5.627693105099806,5.101239703484436,4.785637622448935,5.699482962266723,5.477102443353454,5.781947218660099,E01000177
173,23.749,-0.15,-1.31,22.904,1.098,0.045,0.058,8.055,0.824,6.153077083118891,5.690947527602567,5.175992907103845,4.673076277062044,5.5925945417355685,5.436810672283173,6.224408764455278,E01000178
174,19.606,-0.087,-0.712,24.92,2.024,0.036,0.064,8.467,0.974,6.054054765140309,5.5766616440286825,5.209342310241625,4.838838656743367,5.713334406123442,5.367977111947303,5.62908685908598,E01000179
175,19.421,-0.257,-1.044,29.565,4.839,0.073,0.13,14.555,1.09,6.082455034797073,5.657562406350535,5.262438071534989,4.837048746169882,5.6345961516630565,5.4917955567650765,5.751371961958865,E01000180
176,29.674,0.07,-1.634,20.819,0.31,0.039,0.058,8.204,1.272,6.280708046520457,5.87179044414969,4.874997366877163,4.70434273224251,5.992187324692221,5.425623145757937,5.84785833312016,E01000181
177,37.424,-0.177,-1.738,22.913,0.42,0.032,0.04,8.01,1.298,6.227534548680585,5.8538665861115415,4.984552706094613,4.75331257250076,5.869864729114044,5.535938888564146,5.869328072196559,E01000182
178,20.769,-0.504,-0.676,30.174,1.885,0.047,0.085,10.613,0.759,6.155914498820449,5.622145451198925,5.324544900113886,4.778777091430896,5.572627398462006,5.534937963341221,5.841120019103542,E01000183
179,35.661,0.303,-0.186,43.284,17.632,0.141,0.212,31.921,1.417,5.886033974974244,5.339090391883143,5.494951448617158,4.785776961953552,5.2442515053130965,5.32202324823097,6.051125178292946,E01000184
180,19.475,-0.438,-0.208,32.704,12.502,0.128,0.239,25.824,1.115,5.869644086360932,5.33822500705719,5.3741387474536895,4.920868693590164,5.576134642362595,5.4284955704212186,5.552494295835495,E01000185
181,18.927,-0.699,-1.988,19.417,3.442,0.035,0.044,5.195,0.963,6.145215326044933,5.68136995815369,5.300801315221442,4.9424281012581055,5.650140444916415,5.434933501553823,5.664099439080939,E01000186
182,14.508,-0.561,-0.599,27.997,7.661,0.063,0.118,13.015,0.468,6.1418621002459055,5.657958534418368,5.33391492507037,4.950735892735276,5.62250510150311,5.481237035171659,5.6685163483900185,E01000187
183,27.374,0.509,-2.011,21.076,2.684,0.036,0.032,8.028,1.433,5.749807979872818,5.306021588518219,5.699610790738734,5.045249202453364,5.049848432703854,5.209607380991705,5.775004805994247,E01000188
184,43.589,-0.444,-0.871,38.504,25.611,0.091,0.149,24.526,0.847,6.028090595302725,5.541324460416808,5.355691977013323,5.016894733099113,5.583450139913344,5.493563877908807,5.586193723786146,E01000189
185,16.24,-0.437,-1.301,25.601,5.319,0.056,0.091,10.149,0.462,6.179606858052705,5.706766328529308,5.244404009298274,4.808505688058703,5.712588768256338,5.722786511245527,5.886096894741058,E01000190
186,18.833,-0.547,-1.605,22.059,1.76,0.048,0.055,6.834,0.931,6.012086560275104,5.634839894320514,5.320177299911912,4.924065652409116,5.56658518378799,5.378403546359088,5.714633163245948,E01000191
187,28.127,0.535,-1.035,27.087,6.778,0.066,0.105,15.472,0.789,5.972447916404488,5.628978756285205,5.168545966910333,5.002570224176977,5.655353232757332,5.446416221328618,5.573350492826442,E01000192
188,33.122,0.546,-1.393,28.912,7.965,0.071,0.09,16.117,0.759,6.088468325656393,5.648500109755474,5.249174929701764,5.0009887591652245,5.662658797139707,5.433704948425293,5.665651682148809,E01000193
189,29.783,0.884,-1.007,33.467,5.706,0.078,0.114,19.392,0.987,5.989754090706508,5.51083714949588,5.179610038797061,5.002441375826796,5.627291501189272,5.402790897836288,5.452169825633367,E01000194
190,19.966,0.143,-0.58,47.051,23.459,0.109,0.177,26.999,0.778,5.7139947753611615,5.1714139861789175,5.738845186020301,5.164940535053005,5.0206122422606,5.064797542444089,5.468369239229497,E01000195
191,22.92,-0.675,-1.183,29.058,5.839,0.068,0.093,12.284,0.854,5.963859454445217,5.637199837228526,5.099299686758415,4.85191882174948,5.676062927297924,5.400916474668876,5.658021479845047,E01000196
192,34.534,0.035,-1.585,26.823,1.749,0.056,0.086,12.516,1.057,6.121505301379593,5.6807635387725375,5.1525066004702325,4.876760158313097,5.65087719288098,5.41917308547793,5.727577270135372,E01000197
193,25.751,-0.606,-1.852,36.202,2.096,0.048,0.087,11.841,0.944,5.98537860661745,5.64468540896972,5.387343647579352,5.033908262848854,5.406095195313295,5.309023733933767,5.586978954076767,E01000198
194,16.028,-0.138,-2.149,27.064,1.162,0.036,0.056,7.222,0.784,6.082807967675984,5.657258287319162,5.239598710233994,4.841095684641632,5.60474150813087,5.520421452285176,5.87686009696834,E01000199
195,19.86,0.008,-1.812,23.179,1.098,0.055,0.081,9.566,0.979,6.11901352113607,5.769703165609009,5.245645827176619,4.814182911600385,5.652684091305246,5.465894592051604,5.811681561324061,E01000200
196,32.502,-0.066,-1.855,20.134,0.774,0.034,0.041,7.184,1.497,6.146766081966203,5.815816100815247,5.206531807780266,4.785017345999849,5.687545337553682,5.563378472266527,5.85585232387329,E01000201
197,23.038,-0.497,-1.941,25.128,1.508,0.031,0.053,6.735,0.947,6.237281321076786,5.917250997178694,5.137344999173108,4.797412175290725,5.752434013871586,5.46631864379434,5.852820944786072,E01000202
198,24.962,-0.564,-1.173,36.786,5.763,0.072,0.114,15.523,1.34,5.966837814041212,5.636443925254485,5.446879851467469,5.006248932843115,5.42112231722065,5.257665755702,5.498428382709915,E01000203
199,27.209,0.3,-1.795,23.008,3.121,0.046,0.068,10.063,1.243,6.155893927354079,5.824543347725501,5.164451574178843,4.886753884095412,5.752975689814641,5.423513950934777,5.7793290747129,E01000204
200,23.489,0.215,-1.993,22.867,1.073,0.035,0.053,7.725,1.036,6.304122282534229,5.962735976491656,5.232570725436113,4.580561656732948,5.715315352897255,5.601743795433823,6.156359678628493,E01000205
201,24.319,0.147,-2.703,38.568,1.793,0.012,0.013,9.118,1.049,6.122034884354459,5.776893953036835,5.28188130807449,4.618097982064491,5.610154737271536,5.601925538259772,6.218499914413076,E01000206
202,27.164,-0.487,-2.053,22.612,2.896,0.035,0.042,6.585,0.883,6.351444655451282,6.038762395751888,5.1261222773584825,4.638031663051967,5.800749591712294,5.611261008628484,6.136813502373366,E01000207
203,22.502,0.17,-2.453,26.632,1.282,0.01,0.028,6.612,1.336,6.227403180165724,5.938923702998594,5.354206786462755,4.773487543969443,5.565936985792535,5.564904676693859,6.036091160593611,E01000208
204,22.769,-0.013,-1.562,23.561,0.414,0.035,0.048,7.058,0.976,6.400863550251645,6.032369108159143,5.174655870818273,4.607206018185923,5.71973839645222,5.547555241461987,6.138838452842614,E01000209
205,27.374,0.359,-1.85,19.894,0.518,0.033,0.058,8.197,1.388,6.205693564146681,5.710205775392635,5.356361399526182,4.596965819978348,5.4987198934530666,5.563362883484882,6.12841601627867,E01000210
206,27.757,-0.369,-0.835,30.399,3.225,0.072,0.112,14.568,1.222,5.913233365585555,5.580376461815479,5.173963121069011,5.008515025252726,5.601011233098471,5.24883564417042,5.460035616782174,E01000211
207,25.698,-0.219,-1.669,25.312,0.467,0.069,0.063,10.294,0.804,6.260796634440727,5.895419473343707,5.224118658836852,4.646301633500038,5.673160002586689,5.583743986931253,6.156949135851352,E01000212
208,31.33,-0.45,-2.218,30.621,1.321,0.025,0.028,7.583,0.858,6.436296578203694,6.110722303390503,5.213255574194233,4.586787960502539,5.805033193545395,5.79742980405186,6.193066196495227,E01000213
209,23.936,0.283,-2.082,36.7,0.416,0.038,0.046,10.503,1.031,6.23909256659763,5.868625836473115,5.1688855172882615,4.657279357104234,5.697475505546785,5.508116641514738,6.032294547893632,E01000214
210,22.19,-0.456,-0.575,30.762,6.101,0.062,0.103,13.565,1.029,5.962440249146215,5.546277835669107,5.168112520350526,4.995251414791638,5.673493254263669,5.28926852049417,5.419861199050549,E01000215
211,21.24,-0.268,-1.305,26.235,2.247,0.061,0.071,10.017,1.138,6.251338266464601,5.78536922673145,5.057175278663635,4.822891361024007,5.759128052068044,5.49102451571499,5.770880422678339,E01000216
212,29.261,-0.342,-1.212,24.166,9.331,0.056,0.066,10.826,1.009,6.072993186055397,5.794223292344282,5.190666334969657,4.913860265900489,5.701788207300666,5.349522758503349,5.530192162714848,E01000217
213,25.532,0.132,-0.755,28.641,9.755,0.071,0.104,15.33,1.179,6.042504688789105,5.565795814168864,5.066242319756541,5.002158113594713,5.757661544043442,5.338971711438278,5.41485760746331,E01000218
214,31.116,0.403,-0.764,34.545,14.667,0.093,0.097,19.87,1.85,5.920035440217024,5.435920811299258,5.332655469576518,5.159454362197492,5.448156360560243,5.246500048247524,5.319784277640049,E01000219
215,29.431,-0.403,-0.48,28.881,7.734,0.092,0.117,17.109,1.035,6.084167278729952,5.722896105640537,5.167970274830912,4.9302174259018114,5.744809803071913,5.386416934348724,5.44167051079509,E01000220
216,29.763,1.127,0.346,55.984,23.471,0.186,0.28,45.842,1.976,5.608311443599229,5.126192212412038,5.657439834371056,5.399261788301861,4.98533847067774,4.990766876444374,5.157051792771546,E01000221
217,29.883,0.729,-0.287,37.056,12.267,0.13,0.163,27.098,1.553,5.889700118826811,5.57019392586259,5.301895311900547,5.06897766123373,5.411503170533155,5.330994904987396,5.38856439111094,E01000222
218,28.472,0.888,-0.005,47.877,21.168,0.142,0.225,35.812,1.526,5.647619698182592,5.260702255536925,5.5036983409017886,5.212711891138329,5.177197441065086,5.071580210271871,5.160353837373122,E01000223
219,27.142,-0.054,-0.928,29.827,14.005,0.097,0.152,19.679,0.946,6.007944510943854,5.667704351802371,5.085959775234336,4.952773193814862,5.59156836146739,5.422388877441634,5.649348912844017,E01000224
220,22.709,-0.009,-1.052,28.248,6.55,0.054,0.066,10.981,1.283,5.911609153204326,5.637876598895351,5.318099513084074,5.07231779566294,5.510633449011211,5.2005712125874775,5.4701432668710055,E01000225
221,30.803,-0.171,0.373,41.017,23.481,0.123,0.224,31.658,0.634,6.0183486566475946,5.323355074469925,5.403819480686323,4.902401104041025,5.465090127701455,5.381956113145707,5.590818494769699,E01000226
222,18.465,-0.601,-1.687,29.152,4.644,0.052,0.082,9.965,0.743,6.005948148924729,5.613979164485274,5.209542435613172,5.101363312787023,5.625101058236484,5.337216004832038,5.442363221069862,E01000227
223,17.002,0.618,-1.232,28.384,5.053,0.055,0.079,12.492,0.759,5.792731091558791,5.42230796585266,5.594697444273128,4.98753925907812,5.115293047125105,5.282944124665478,5.811132215481582,E01000228
224,18.134,0.071,-0.868,43.196,11.185,0.108,0.135,21.609,0.794,5.943722023117926,5.425844935640212,5.482162684202194,5.063143577306501,5.387005902105762,5.329651877764733,5.4498153078940605,E01000229
225,14.054,-0.336,-1.463,20.598,8.824,0.044,0.071,7.886,0.676,6.042214225320255,5.643333300948143,5.2848230819491775,5.066817595678217,5.514241818119498,5.380588897887399,5.487532008220168,E01000230
226,22.468,0.156,-1.112,46.81,4.325,0.063,0.103,17.628,1.039,5.814352007473216,5.419479289709353,5.565369842099209,5.2454840819040935,5.20473251062281,5.126764147421893,5.385667547057657,E01000231
227,20.257,0.019,-0.843,29.815,5.022,0.072,0.114,14.534,1.009,5.891484142433513,5.531387417424809,5.440727294575084,5.10130010843277,5.474265667525205,5.323277706449682,5.537089352174239,E01000232
